"日付","市区町村","全人口","全人口接種1回目","全人口接種2回目","全人口接種率1回目","全人口接種率2回目","高齢者人口","高齢者接種1回目","高齢者接種2回目","高齢者接種率1回目","高齢者接種率2回目"
2021/08/08,糸満市,62191,15766,11868,25.35,19.08,12989,10622,9689,81.78,74.59
2021/08/08,沖縄市,142634,34072,22962,23.89,16.10,28810,23949,19874,83.13,68.98
2021/08/08,豊見城市,64953,18099,12097,27.86,18.62,12081,10295,9743,85.22,80.65
2021/08/08,うるま市,124457,33326,20413,26.78,16.40,27461,22353,18179,81.40,66.20
2021/08/08,宮古島市,55434,28824,20164,52.00,36.37,14280,12534,12158,87.77,85.14
2021/08/08,南城市,44245,16289,11571,36.82,26.15,11154,9747,9341,87.39,83.75
2021/08/08,国頭村,4673,2343,1584,50.14,33.90,1622,1435,1374,88.47,84.71
2021/08/08,大宜味村,3067,1775,1410,57.87,45.97,1162,1031,996,88.73,85.71
2021/08/08,東村,1764,1158,646,65.65,36.62,613,581,570,94.78,92.99
2021/08/08,今帰仁村,9360,3882,2631,41.47,28.11,3020,2648,2256,87.68,74.70
2021/08/08,本部町,13191,4815,3530,36.50,26.76,4056,3500,3008,86.29,74.16
2021/08/08,恩納村,11064,5250,3604,47.45,32.57,2638,2351,2294,89.12,86.96
2021/08/08,宜野座村,6106,1212,1198,19.85,19.62,1461,1173,1160,80.29,79.40
2021/08/08,金武町,11455,4820,3133,42.08,27.35,3018,2524,2453,83.63,81.28
2021/08/08,伊江村,4524,2972,1707,65.69,37.73,1480,1348,1302,91.08,87.97
2021/08/08,読谷村,41481,14316,10398,34.51,25.07,8879,7288,6761,82.08,76.15
2021/08/08,嘉手納町,13524,4294,3144,31.75,23.25,3226,2647,2547,82.05,78.95
2021/08/08,北谷町,28912,7907,5210,27.35,18.02,5784,4891,4451,84.56,76.95
2021/08/08,北中城村,17510,6011,3698,34.33,21.12,3849,3251,2941,84.46,76.41
2021/08/08,中城村,21762,6210,5436,28.54,24.98,4107,3640,3513,88.63,85.54
2021/08/08,西原町,35451,12069,8825,34.04,24.89,7425,6633,6337,89.33,85.35
2021/08/08,与那原町,19982,7737,5690,38.72,28.48,3946,3429,3321,86.90,84.16
2021/08/08,南風原町,39909,10414,7414,26.09,18.58,7262,6446,6143,88.76,84.59
2021/08/08,渡嘉敷村,711,482,476,67.79,66.95,157,156,154,99.36,98.09
2021/08/08,座間味村,914,574,550,62.80,60.18,213,193,185,90.61,86.85
2021/08/08,粟国村,696,486,471,69.83,67.67,257,233,225,90.66,87.55
2021/08/08,渡名喜村,356,244,237,68.54,66.57,157,127,122,80.89,77.71
2021/08/08,南大東村,1262,923,909,73.14,72.03,301,288,283,95.68,94.02
2021/08/08,北大東村,589,414,410,70.29,69.61,121,114,111,94.21,91.74
2021/08/08,伊平屋村,1231,885,809,71.89,65.72,347,340,334,97.98,96.25
2021/08/08,伊是名村,1408,856,841,60.80,59.73,431,381,375,88.40,87.01
2021/08/08,久米島町,7772,5572,5214,71.69,67.09,2298,2127,2091,92.56,90.99
2021/08/08,八重瀬町,31537,8511,6734,26.99,21.35,6727,5950,5723,88.45,85.08
2021/08/08,多良間村,1122,826,745,73.62,66.40,336,334,321,99.40,95.54
2021/08/08,竹富町,4342,2324,1808,53.52,41.64,988,886,859,89.68,86.94
2021/08/08,与那国町,1716,664,633,38.69,36.89,377,303,280,80.37,74.27
2021/08/10,（全国）,127138033,48676403,36682653,38.29,28.85,35486339,30651480,28722991,86.38,80.94
2021/08/10,（沖縄県）,1481547,485792,342150,32.79,23.09,323501,272422,250863,84.21,77.55
2021/08/10,那覇市,322011,101868,65794,31.63,20.43,74092,59954,52446,80.92,70.78
2021/08/10,宜野湾市,99678,22609,16738,22.68,16.79,19153,15637,15005,81.64,78.34
2021/08/10,石垣市,49824,26527,21267,53.24,42.68,10655,9780,9743,91.79,91.44
2021/08/10,浦添市,115340,37687,23935,32.67,20.75,22580,18530,17366,82.06,76.91
2021/08/10,名護市,63389,20705,16337,32.66,25.77,13988,12228,11692,87.42,83.59
2021/08/10,糸満市,62191,16352,12477,26.29,20.06,12989,10723,10121,82.55,77.92
2021/08/10,沖縄市,142634,36623,25408,25.68,17.81,28810,24065,21668,83.53,75.21
2021/08/10,豊見城市,64953,18505,12343,28.49,19.00,12081,10364,9827,85.79,81.34
2021/08/10,うるま市,124457,34169,21632,27.45,17.38,27461,22419,18737,81.64,68.23
2021/08/10,宮古島市,55434,29794,22331,53.75,40.28,14280,12588,12198,88.15,85.42
2021/08/10,南城市,44245,16617,12655,37.56,28.60,11154,9774,9460,87.63,84.81
2021/08/10,国頭村,4673,2656,1592,56.84,34.07,1622,1448,1376,89.27,84.83
2021/08/10,大宜味村,3067,1781,1423,58.07,46.40,1162,1032,998,88.81,85.89
2021/08/10,東村,1764,1159,647,65.70,36.68,613,581,570,94.78,92.99
2021/08/10,今帰仁村,9360,3887,2635,41.53,28.15,3020,2651,2258,87.78,74.77
2021/08/10,本部町,13191,4823,3557,36.56,26.97,4056,3503,3020,86.37,74.46
2021/08/10,恩納村,11064,5309,3634,47.98,32.85,2638,2353,2297,89.20,87.07
2021/08/10,宜野座村,6106,1242,1198,20.34,19.62,1461,1170,1160,80.08,79.40
2021/08/10,金武町,11455,4905,3153,42.82,27.53,3018,2533,2454,83.93,81.31
2021/08/10,伊江村,4524,2977,1760,65.80,38.90,1480,1346,1308,90.95,88.38
2021/08/10,読谷村,41481,14720,10492,35.49,25.29,8879,7310,6790,82.33,76.47
2021/08/10,嘉手納町,13524,4388,3227,32.45,23.86,3226,2655,2561,82.30,79.39
2021/08/10,北谷町,28912,8209,5345,28.39,18.49,5784,4918,4479,85.03,77.44
2021/08/10,北中城村,17510,6061,3806,34.61,21.74,3849,3253,2954,84.52,76.75
2021/08/10,中城村,21762,6275,5493,28.83,25.24,4107,3648,3520,88.82,85.71
2021/08/10,西原町,35451,12387,8951,34.94,25.25,7425,6654,6367,89.62,85.75
2021/08/10,与那原町,19982,7760,5967,38.83,29.86,3946,3431,3327,86.95,84.31
2021/08/10,南風原町,39909,10635,7518,26.65,18.84,7262,6465,6151,89.03,84.70
2021/08/10,渡嘉敷村,711,482,476,67.79,66.95,157,156,154,99.36,98.09
2021/08/10,座間味村,914,574,551,62.80,60.28,213,193,186,90.61,87.32
2021/08/10,粟国村,696,486,471,69.83,67.67,257,233,225,90.66,87.55
2021/08/10,渡名喜村,356,244,237,68.54,66.57,157,127,122,80.89,77.71
2021/08/10,南大東村,1262,923,910,73.14,72.11,301,288,283,95.68,94.02
2021/08/10,北大東村,589,415,410,70.46,69.61,121,115,111,95.04,91.74
2021/08/10,伊平屋村,1231,890,820,72.30,66.61,347,340,334,97.98,96.25
2021/08/10,伊是名村,1408,856,842,60.80,59.80,431,381,376,88.40,87.24
2021/08/10,久米島町,7772,5565,5210,71.60,67.04,2298,2125,2090,92.47,90.95
2021/08/10,八重瀬町,31537,8736,6786,27.70,21.52,6727,5975,5730,88.82,85.18
2021/08/10,多良間村,1122,828,746,73.80,66.49,336,334,322,99.40,95.83
2021/08/10,竹富町,4342,2381,1820,54.84,41.92,988,887,865,89.78,87.55
2021/08/10,与那国町,1716,666,634,38.81,36.95,377,303,280,80.37,74.27
2021/08/11,（全国）,127138033,50196313,38057680,39.48,29.93,35486339,31208726,29441332,87.95,82.97
2021/08/11,（沖縄県）,1481547,495660,346342,33.46,23.38,323501,273450,251980,84.53,77.89
2021/08/11,那覇市,322011,105401,66790,32.73,20.74,74092,60250,53015,81.32,71.55
2021/08/11,宜野湾市,99678,23475,16860,23.55,16.91,19153,15640,15020,81.66,78.42
2021/08/11,石垣市,49824,26906,21589,54.00,43.33,10655,9791,9751,91.89,91.52
2021/08/11,浦添市,115340,38488,24482,33.37,21.23,22580,18615,17439,82.44,77.23
2021/08/11,名護市,63389,20693,15934,32.64,25.14,13988,12265,11726,87.68,83.83
2021/08/11,糸満市,62191,17083,12667,27.47,20.37,12989,10836,10165,83.42,78.26
2021/08/11,沖縄市,142634,36948,25505,25.90,17.88,28810,24078,21696,83.58,75.31
2021/08/11,豊見城市,64953,18744,12398,28.86,19.09,12081,10421,9840,86.26,81.45
2021/08/11,うるま市,124457,34715,21900,27.89,17.60,27461,22493,18836,81.91,68.59
2021/08/11,宮古島市,55434,30047,22660,54.20,40.88,14280,12602,12230,88.25,85.64
2021/08/11,南城市,44245,16856,12794,38.10,28.92,11154,9915,9522,88.89,85.37
2021/08/11,国頭村,4673,2676,1597,57.27,34.18,1622,1450,1378,89.40,84.96
2021/08/11,大宜味村,3067,1800,1426,58.69,46.49,1162,1034,998,88.98,85.89
2021/08/11,東村,1764,1161,648,65.82,36.73,613,581,570,94.78,92.99
2021/08/11,今帰仁村,9360,3984,2644,42.56,28.25,3020,2658,2258,88.01,74.77
2021/08/11,本部町,13191,4905,3576,37.18,27.11,4056,3507,3023,86.46,74.53
2021/08/11,恩納村,11064,5399,3718,48.80,33.60,2638,2356,2302,89.31,87.26
2021/08/11,宜野座村,6106,2770,2524,45.37,41.34,1461,1171,1161,80.15,79.47
2021/08/11,金武町,11455,4984,3174,43.51,27.71,3018,2539,2459,84.13,81.48
2021/08/11,伊江村,4524,2989,1770,66.07,39.12,1480,1349,1310,91.15,88.51
2021/08/11,読谷村,41481,15325,10709,36.94,25.82,8879,7328,6807,82.53,76.66
2021/08/11,嘉手納町,13524,4408,3207,32.59,23.71,3226,2657,2562,82.36,79.42
2021/08/11,北谷町,28912,8349,5386,28.88,18.63,5784,4921,4486,85.08,77.56
2021/08/11,北中城村,17510,6136,3888,35.04,22.20,3849,3256,2975,84.59,77.29
2021/08/11,中城村,21762,6308,5510,28.99,25.32,4107,3653,3523,88.95,85.78
2021/08/11,西原町,35451,12745,9056,35.95,25.55,7425,6667,6389,89.79,86.05
2021/08/11,与那原町,19982,7797,6280,39.02,31.43,3946,3435,3339,87.05,84.62
2021/08/11,南風原町,39909,10861,7592,27.21,19.02,7262,6480,6157,89.23,84.78
2021/08/11,渡嘉敷村,711,483,474,67.93,66.67,157,157,154,100.00,98.09
2021/08/11,座間味村,914,629,615,68.82,67.29,213,201,196,94.37,92.02
2021/08/11,粟国村,696,489,475,70.26,68.25,257,233,225,90.66,87.55
2021/08/11,渡名喜村,356,267,238,75.00,66.85,157,129,122,82.17,77.71
2021/08/11,南大東村,1262,926,912,73.38,72.27,301,288,283,95.68,94.02
2021/08/11,北大東村,589,415,411,70.46,69.78,121,115,111,95.04,91.74
2021/08/11,伊平屋村,1231,892,821,72.46,66.69,347,340,334,97.98,96.25
2021/08/11,伊是名村,1408,854,840,60.65,59.66,431,378,374,87.70,86.77
2021/08/11,久米島町,7772,5583,5222,71.83,67.19,2298,2128,2092,92.60,91.04
2021/08/11,八重瀬町,31537,9246,6836,29.32,21.68,6727,6052,5749,89.97,85.46
2021/08/11,多良間村,1122,830,749,73.98,66.76,336,334,323,99.40,96.13
2021/08/11,竹富町,4342,2424,1828,55.83,42.10,988,891,868,90.18,87.85
2021/08/11,与那国町,1716,669,637,38.99,37.12,377,305,281,80.90,74.54
2021/08/14,（全国）,127138033,51632599,39289238,40.61,30.90,35486339,31303048,29721660,88.21,83.76
2021/08/14,（沖縄県）,1481547,517878,363597,34.96,24.54,323501,275157,255134,85.06,78.87
2021/08/14,那覇市,322011,110713,72149,34.38,22.41,74092,60697,54208,81.92,73.16
2021/08/14,宜野湾市,99678,24991,17368,25.07,17.42,19153,15729,15082,82.12,78.74
2021/08/14,石垣市,49824,27632,22135,55.46,44.43,10655,9793,9745,91.91,91.46
2021/08/14,浦添市,115340,39950,25715,34.64,22.29,22580,18753,17511,83.05,77.55
2021/08/14,名護市,63389,21044,16018,33.20,25.27,13988,12285,11703,87.83,83.66
2021/08/14,糸満市,62191,17979,13207,28.91,21.24,12989,10960,10247,84.38,78.89
2021/08/14,沖縄市,142634,39220,26511,27.50,18.59,28810,24221,22117,84.07,76.77
2021/08/14,豊見城市,64953,19327,13102,29.76,20.17,12081,10459,9953,86.57,82.39
2021/08/14,うるま市,124457,36161,23170,29.06,18.62,27461,22650,19189,82.48,69.88
2021/08/14,宮古島市,55434,30873,23885,55.69,43.09,14280,12735,12286,89.18,86.04
2021/08/14,南城市,44245,17262,13330,39.01,30.13,11154,9936,9568,89.08,85.78
2021/08/14,国頭村,4673,2684,1608,57.44,34.41,1622,1453,1380,89.58,85.08
2021/08/14,大宜味村,3067,1810,1517,59.02,49.46,1162,1034,1000,88.98,86.06
2021/08/14,東村,1764,1183,1116,67.06,63.27,613,581,572,94.78,93.31
2021/08/14,今帰仁村,9360,4081,2959,43.60,31.61,3020,2667,2543,88.31,84.21
2021/08/14,本部町,13191,5035,3615,38.17,27.41,4056,3520,3033,86.79,74.78
2021/08/14,恩納村,11064,5547,3811,50.14,34.45,2638,2358,2307,89.39,87.45
2021/08/14,宜野座村,6106,2884,2630,47.23,43.07,1461,1245,1229,85.22,84.12
2021/08/14,金武町,11455,5045,3189,44.04,27.84,3018,2543,2460,84.26,81.51
2021/08/14,伊江村,4524,2993,1770,66.16,39.12,1480,1353,1312,91.42,88.65
2021/08/14,読谷村,41481,16148,11296,38.93,27.23,8879,7390,6918,83.23,77.91
2021/08/14,嘉手納町,13524,4444,3617,32.86,26.75,3226,2656,2580,82.33,79.98
2021/08/14,北谷町,28912,9615,5591,33.26,19.34,5784,4937,4503,85.36,77.85
2021/08/14,北中城村,17510,6232,3978,35.59,22.72,3849,3260,2982,84.70,77.47
2021/08/14,中城村,21762,7482,6051,34.38,27.81,4107,3686,3565,89.75,86.80
2021/08/14,西原町,35451,13551,9258,38.22,26.11,7425,6686,6411,90.05,86.34
2021/08/14,与那原町,19982,8199,6776,41.03,33.91,3946,3459,3376,87.66,85.55
2021/08/14,南風原町,39909,11158,7835,27.96,19.63,7262,6517,6180,89.74,85.10
2021/08/14,渡嘉敷村,711,484,475,68.07,66.81,157,158,155,100.64,98.73
2021/08/14,座間味村,914,629,618,68.82,67.61,213,201,197,94.37,92.49
2021/08/14,粟国村,696,489,477,70.26,68.53,257,233,227,90.66,88.33
2021/08/14,渡名喜村,356,267,238,75.00,66.85,157,129,122,82.17,77.71
2021/08/14,南大東村,1262,927,915,73.45,72.50,301,288,285,95.68,94.68
2021/08/14,北大東村,589,416,411,70.63,69.78,121,116,112,95.87,92.56
2021/08/14,伊平屋村,1231,892,821,72.46,66.69,347,340,334,97.98,96.25
2021/08/14,伊是名村,1408,855,842,60.72,59.80,431,379,376,87.94,87.24
2021/08/14,久米島町,7772,5595,5268,71.99,67.78,2298,2129,2096,92.65,91.21
2021/08/14,八重瀬町,31537,9700,7111,30.76,22.55,6727,6074,5797,90.29,86.18
2021/08/14,多良間村,1122,834,749,74.33,66.76,336,334,323,99.40,96.13
